"ITTER107"	"Territorio"	"TIPO_DATO_ISTR"	"Tipo dato"	"SEXISTAT1"	"Sesso"	"CITTADINANZA"	"Cittadinanza"	"ORDINESCOL2"	"Ordine scolastico"	"NATGIUR1"	"Gestione della scuola"	"TIPO_SCUOLA2"	"Tipo di scuola superiore"	"TIME"	"Seleziona anno (anno t= anno sc. t-1 / t)"	"Value"	"Flag Codes"	"Flags"
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	76		
"ITF2"	"Molise"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	106		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	0		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	137		
"ITD5"	"Emilia-Romagna"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	510		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	1539		
"ITE3"	"Marche"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	419		
"ITF3"	"Campania"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"CLA"	"liceo classico"	"2018"	"2018"	67		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	764		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	1810		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	0		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"LIN"	"liceo linguistico"	"2018"	"2018"	2		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	15		
"ITE3"	"Marche"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	858		
"ITF3"	"Campania"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ART"	"istituto d arte"	"2018"	"2018"	1623		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"CLA"	"liceo classico"	"2018"	"2018"	2613		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	15		
"ITD3"	"Veneto"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	352		
"ITE2"	"Umbria"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	122		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	3386		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ARTI"	"liceo artistico"	"2018"	"2018"	41		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"CLA"	"liceo classico"	"2018"	"2018"	4129		
"ITDA"	"Trentino Alto Adige / Südtirol"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	988		
"ITF2"	"Molise"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"CLA"	"liceo classico"	"2018"	"2018"	501		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	2106		
"ITF2"	"Molise"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	5		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	583		
"ITE2"	"Umbria"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	753		
"ITD3"	"Veneto"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	147		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	278		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	636		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	271		
"ITD3"	"Veneto"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	381		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	14061		
"ITC1"	"Piemonte"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	20		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	222		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	4042		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	3314		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	48536		
"ITD4"	"Friuli-Venezia Giulia"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	204		
"ITD5"	"Emilia-Romagna"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ARTI"	"liceo artistico"	"2018"	"2018"	47		
"ITE1"	"Toscana"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	436		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	86004		
"ITF"	"Sud"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	1669		
"ITE1"	"Toscana"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ARTI"	"liceo artistico"	"2018"	"2018"	1672		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	13147		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	640		
"IT"	"Italia"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	55		
"ITC4"	"Lombardia"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"LIN"	"liceo linguistico"	"2018"	"2018"	44		
"ITC4"	"Lombardia"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ALL"	"totale"	"2018"	"2018"	8780		
"ITD"	"Nord-est"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	1336		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ALL"	"totale"	"2018"	"2018"	1636		
"ITD"	"Nord-est"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	96		
"ITF3"	"Campania"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	11390		
"ITE3"	"Marche"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	46		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"LIN"	"liceo linguistico"	"2018"	"2018"	7230		
"ITE"	"Centro"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"LIN"	"liceo linguistico"	"2018"	"2018"	1357		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"LIN"	"liceo linguistico"	"2018"	"2018"	17		
"ITE2"	"Umbria"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	6		
"ITF3"	"Campania"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"CLA"	"liceo classico"	"2018"	"2018"	332		
"ITF3"	"Campania"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	4075		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ARTI"	"liceo artistico"	"2018"	"2018"	2600		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	12799		
"ITE3"	"Marche"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	3		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	88		
"ITE"	"Centro"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	18967		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ARTI"	"liceo artistico"	"2018"	"2018"	41373		
"ITE"	"Centro"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	3229		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ARTI"	"liceo artistico"	"2018"	"2018"	869		
"ITE"	"Centro"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"LIN"	"liceo linguistico"	"2018"	"2018"	785		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	571		
"ITF"	"Sud"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	15232		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	23		
"ITF2"	"Molise"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	12		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ARTI"	"liceo artistico"	"2018"	"2018"	536		
"ITF2"	"Molise"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	7		
"ITC4"	"Lombardia"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	3		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ALL"	"totale"	"2018"	"2018"	1748		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	204		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	1834		
"ITF2"	"Molise"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ARTI"	"liceo artistico"	"2018"	"2018"	21		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	2960		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ART"	"istituto d arte"	"2018"	"2018"	32		
"ITDA"	"Trentino Alto Adige / Südtirol"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ARTI"	"liceo artistico"	"2018"	"2018"	4		
"ITE1"	"Toscana"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ARTI"	"liceo artistico"	"2018"	"2018"	230		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	22		
"ITE"	"Centro"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ARTI"	"liceo artistico"	"2018"	"2018"	269		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	126796		
"ITF"	"Sud"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	180164		
"ITD4"	"Friuli-Venezia Giulia"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	9		
"ITE"	"Centro"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	99		
"ITF2"	"Molise"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	68		
"ITD3"	"Veneto"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	946		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	1416		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ART"	"istituto d arte"	"2018"	"2018"	149		
"ITF1"	"Abruzzo"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SCI"	"liceo scientifico"	"2018"	"2018"	285		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	3771		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	6883		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	649		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ARTI"	"liceo artistico"	"2018"	"2018"	7179		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	246		
"IT"	"Italia"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	5337		
"ITD2"	"Provincia Autonoma Trento"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	47		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"LIN"	"liceo linguistico"	"2018"	"2018"	26		
"ITD5"	"Emilia-Romagna"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	1902		
"ITE1"	"Toscana"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	5626		
"ITF3"	"Campania"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	1617		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	2994		
"ITE2"	"Umbria"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	194		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SCI"	"liceo scientifico"	"2018"	"2018"	5341		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	7128		
"ITF"	"Sud"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"CLA"	"liceo classico"	"2018"	"2018"	25		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	9711		
"ITE1"	"Toscana"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	1210		
"ITC4"	"Lombardia"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ART"	"istituto d arte"	"2018"	"2018"	24		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	1475		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ARTI"	"liceo artistico"	"2018"	"2018"	523		
"ITE"	"Centro"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	4065		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	1201		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	347		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	320		
